시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
부산광역시,부산진구,한식_분식,대박분식,070-4233-1654,부산광역시부산진구가야대로482번길 14(개금동),김밥,2000,떡볶이,2000,칼국수,5000
강원도,속초시,한식_일반,완도회식당,033-631-1418,강원도속초시먹거리4길 21,산오징어 물회,15000,산오징어 회덮밥,15000,_,0
강원도,속초시,양식,돈까스아저씨본점,033-633-8856,강원도속초시먹거리7길 18,수제생등심돈가스,8000,온우동,6500,_,0
강원도,속초시,한식_육류,갯배바비큐,0507-1339-6627,"강원도속초시중앙부두길 24, 1층 11호",닭갈비 정식,10000,_,0,_,0
강원도,속초시,한식_일반,응봉할매,033-633-7876,강원도속초시먹거리1길 18,갈비탕,10000,설렁탕,9000,_,0
강원도,속초시,한식_일반,오늘도감자탕,033-635-3793,"강원도속초시미시령로 3373-11, 1층 103호","감자탕(전골, 1인)",10000,감자탕(식사),8000,_,0
강원도,속초시,한식_일반,화톳불,033-636-6976,강원도속초시먹거리길 10,두루치기(1인),10000,_,0,_,0
울산광역시,울주군,한식_분식,숙이네분식,052-245-0884,울산광역시울주군범서읍 천상중앙길 59,김밥,2500,김치찌개,6000,김치볶음밥,6000
서울특별시,중구,한식_일반,이조식당,02-365-5993,"서울특별시중구청파로103길 33,1층(중림동)",콩나물비빔밥,6000,잔치국수,6000,_,0
서울특별시,중구,한식_일반,풍년식당,02-2272-0870,서울특별시중구퇴계로36가길 47(필동2가),가정식 백반,7000,_,0,_,0
서울특별시,중구,한식_기타,신빙고,02-2235-8819,"서울특별시중구동호로12길 93,1층(다산동)",아메리카노,2300,복숭아아이스티,2300,플레인크로플,2800
광주광역시,동구,한식_분식,종합분식,062-225-4928,광주광역시동구장동로 23-3(장동),"찌개(김치,참치,순두부,부대)",7000,볶음밥,7000,비빔밥,6000
광주광역시,동구,한식_분식,참스민,062-232-3883,광주광역시동구남문로 752-3(학동),김밥,2500,라면,3000,"찌개(순두부, 된장)",5500
광주광역시,동구,중식,삼미식당,062-227-0391,광주광역시동구백서로189번길 14-32(서석동),간짜장,7000,짜장면,6000,짬뽕,7000
서울특별시,중구,한식_일반,거목식당,02-2263-0010,서울특별시중구을지로36길 18(을지로5가),청국장,6000,갈치구이,7000,동태찌개,7000
광주광역시,동구,한식_일반,장터,전화없음,광주광역시동구백서로 180(서석동),삼겹살(180g),12000,갈비+제육(학생만),6000,제육볶음,8000
서울특별시,중구,한식_분식,충정로김밥,02-313-1006,"서울특별시중구서소문로6길 34 ,1층108호(중림동,성요셉아파트상가)",충정로김밥,2500,참치김밥,3500,김치찌개,6500
강원도,춘천시,한식_육류,약사촌 닭갈비,033-256-9255,강원도춘천시공지로 384-9 (약사동),닭갈비,13000,닭내장,13000,_,0
강원도,춘천시,한식_면류,메밀밭감자옹심이메밀칼국수,033-261-7122,강원도춘천시벌말길 43 (석사동),옹심이칼국수,8000,메밀칼국수,8000,메밀전,6000
부산광역시,연제구,한식_육류,송하화로구이,051-868-9283,부산광역시연제구온천천남로 10,등심++(100g),27000,안심++(100g),27000,갈비살++(100g),27000
부산광역시,연제구,한식_일반,엄마국수,_,부산광역시연제구쌍미천로152번길 4,부추수제비,5500,잔치국수,4500,비빔국수,5500
부산광역시,연제구,한식_일반,연동본가해장국,051-861-0928,부산광역시연제구과정로 302-1,선지국밥,6000,소고기국밥,6500,시락국밥,5500
부산광역시,연제구,한식_육류,아우미돈가스,051-865-7604,부산광역시연제구배산로 1,로스까스,7000,안심까스,8000,치즈롤까스,8000
부산광역시,연제구,한식_육류,민수네집,051-865-0811,부산광역시연제구마곡천로 32,백반,7000,두루치기,8000,진갈비살(100g),13000
부산광역시,연제구,한식_일반,미를담다&미담삼계탕,051-711-0353,부산광역시연제구연수로11번길 110,활전복삼계탕,14000,돌솥비빔밥,7000,_,0
부산광역시,연제구,한식_일반,진미국수,051-505-9329,부산광역시연제구종합운동장로 24,순두부찌개,6000,두루치지(2인) 공기밥 미포함,10000,청국장,6000
충청남도,계룡시,한식_육류,큰손양곱창,042-522-8868,충청남도계룡시충청남도 계룡시 엄사면 전원1길 17-2,곱창구이,18000,소양구이,27000,전골대,40000
충청남도,계룡시,한식_일반,정선 촌 곤드래밥,_,충청남도계룡시충청남도 계룡시 엄사면 전원2길 21-10,곤드래정식,10000,수육 소,25000,파김치 닭도리탕,55000
충청남도,계룡시,한식_육류,명품돼지마을,042-551-0885,충청남도계룡시충청남도 계룡시 엄사면 번영로 67,생갈비,10000,돼지갈비,10000,_,0
충청남도,계룡시,한식_일반,황부자집,042-840-5337,충청남도계룡시충청남도 계룡시 엄사면 전원로 62-2,한우곰탕,7000,한우육개장,7000,_,0
충청남도,계룡시,한식_일반,착한감자탕(엄사점),042-840-6392,충청남도계룡시충청남도 계룡시 엄사면 번영로 118 1층,뼈해장국,9000,감자탕 소,22000,_,0
부산광역시,,중식,석기시대,_,부산광역시부산 중구 동광길 75-1,오향장육(소),19000,오향장육(대),25000,군만두,6000
부산광역시,중구,한식_일반,급행,0551-246-6970,부산광역시중구부산 중구 중앙대로 41번길 11-2,밀면,6000,짬뽕,6000,_,0
부산광역시,중구,한식_일반,엔스토리,051-256-2619,부산광역시중구부산 중구 중구로 33번길 6-1,아구찜(소),30000,아귀탕(점심),12000,열무비빔밥,8000
부산광역시,중구,한식_일반,오빠네골목식당,051-441-5581,부산광역시중구부산 중구 충장대로 5번길 32,제육볶음,8000,김치전골,8000,김치찜,8000
부산광역시,,기타양식,퍼짱,_,"부산광역시부산 중구 충장대로 9번길 21, 1층",양지곰탕,8000,양지쌀국수,7000,_,0
부산광역시,중구,한식_일반,기와집,051-961-8851,부산광역시중구부산 중구 대청로 137번길 7-2,자연산송이밥,10000,묵은지전골,8000,된장찌개,7000
강원도,춘천시,한식_일반,삼남매,033-637-5770,"강원도춘천시춘천로170번길 8, 1층(운교동)",가정식백반,7000,주물럭백반,8000,된장찌개,7000
강원도,춘천시,중식,연화각,033-256-5863,강원도춘천시충혼길52번길 20-23,짜장면,6000,짬뽕,8000,_,0
강원도,춘천시,일식,누이네,033-251-2261,강원도춘천시영서로2279번길 25,회덮밥,9000,구이백반,12000,알탕,10000
강원도,춘천시,한식_일반,호반식당,033-256-0848,강원도춘천시당간지주길 81,김치찌개,7000,된장찌개,7000,두부찌개,7000
강원도,춘천시,한식_일반,바탕골분식,033-254-3564,강원도춘천시서부대성로44번길 19(요선동),김치찌개,7000,된장찌개,7000,산채비빔밥,7000
강원도,춘천시,한식_일반,춘천집,033-264-2313,강원도춘천시공지로 61-4,물냉면,8000,비빔냉면,8000,뚝배기 떡만두국,8000
강원도,춘천시,한식_일반,불발탄,033-263-9293,강원도춘천시안마산로 213,양구이(200g),22000,대창구이(200g),18000,갈매기살(150g),12000
강원도,춘천시,한식_일반,부진전,033-256-5989,강원도춘천시영서로2279번길 24,두루치기,9000,제육돌솥밥,10000,_,0
강원도,춘천시,한식_면류,미라네 해물칼국수,033-252-2205,강원도춘천시충혼길44번길 18,장칼국수,8000,돼지김치 두루치기,9000,_,0
강원도,춘천시,한식_일반,밥짓는 마을,033-242-2624,"강원도춘천시중앙로63-1, 2층(중앙로2가)",한식뷔페,6000,_,0,_,0
강원도,춘천시,한식_일반,동부지짐이 다정,0507-1339-3946,"강원도춘천시동부시장길 8, 지하1층 3호 (운교동, 동부시장현대아파트)",삼겹살(200g),12000,뭉텅찌개(4인분),20000,오징어 볶음(3인분),15000
강원도,춘천시,한식_육류,강남동골목원조닭갈비,033-251-5909,강원도춘천시충혼길 52번길 20-4 (온의동),닭갈비(300g),13000,닭내장(300g),13000,_,0
강원도,춘천시,한식_일반,양지뜨락,033-244-6690,강원도춘천시동면 만천양지길 114,손두부전골,8000,제육볶음,8000,돼지갈비(300g),12000
강원도,춘천시,한식_해산물,유봉해물찜,033-243-3323,강원도춘천시퇴계로 63-1(퇴계동),아구찜(소),25000,해물찜(소),35000,해물탕(소),35000
강원도,춘천시,한식_육류,감돈,033-264-9293,강원도춘천시동내면 거두택지길4번길 7-13,삼겹살(180g),14000,가브리살(180g),14000,행정살(180g),14000
강원도,춘천시,한식_일반,백령밥집,033-241-2287,"강원도춘천시백령로 182, 1층(후평동)",가정식 백반,6000,된장찌개,6000,김치찌개,6000
강원도,춘천시,기타양식,반타이,_,"강원도춘천시낙원길 37, 2층(낙원동)",팟타이,8000,팟카파오무쌉,8000,뿌팟퐁커리,15000
부산광역시,수영구,한식_일반,자연분식 소문난칼국수,051-752-1279,부산광역시수영구연수로415번길 26(수영동),칼국수,5000,들깨칼국수,7000,_,0
부산광역시,기장군,한식_육류,철마한우,051-722-1451,부산광역시기장군기장읍 차성동로 126번길 22,돼지삼겹 목살(150g),8000,돼지양념(150g),7000,_,0
경기도,성남시 분당구,한식_일반,부안집,031-716-7668,경기도성남시 분당구내정로166번길43,갈비탕,9000,알탕,10000,조기탕,9000
경기도,고양시 일산동구,한식_일반,삼파전,031-977-5721,"경기도고양시 일산동구탄중로 311-16 (중산동,한진프라자번지106호)",숯불고기 정식,7000,부대찌개,7000,_,0
경기도,고양시 일산동구,한식_일반,황태나라,031-905-0304,"경기도고양시 일산동구숲속마을1로48번길 35, 1층 상가(풍동)",황태국,8000,_,0,_,0
서울특별시,중구,한식_분식,푸드카페,02-2233-5666,서울특별시중구충무로2길 23(충무로4가),야채김밥,3000,참치김밥,4000,카페라면,3500
충청남도,논산시,한식_일반,해물칼국수수제비,041-735-3818,충청남도논산시중앙로 500번길 20,칼국수,7000,콩국수,7000,_,0
충청남도,논산시,중식,천품향,041-732-6572,충청남도논산시시민로194번길14,짜장,6000,짬뽕,8000,_,0
충청남도,천안시 서북구,한식_육류,뚱돼지숯불갈비,041-571-6498,충청남도천안시 서북구봉서5길 12(쌍용동),삼겹살,13000,된장찌개,7000,돼지갈비(250g),13000
전라남도,여수시,기타양식,커피에스토,061-683-8510,전라남도여수시망마로 30,아메리카노,2800,에스프레소,2800,카페라떼,3300
전라남도,순천시,한식_일반,순천식당,061-755-2378,전라남도순천시송광면 송광사안길 127,산채비빔밥,10000,산채한정식,18000,꼬막비빔밥,13000
충청남도,논산시,중식,시장반점,041-735-6353,충청남도논산시중앙로492번길 20,짜장,5000,짬뽕,7000,우동,7000
충청남도,논산시,한식_면류,시장굴수,041-742-5914,충청남도논산시연무읍 연무로184번길 8-8,잔치국수,5000,콩국수,7000,_,0
강원도,홍천군,기타양식,홍천빵집,033-435-0131,강원도홍천군홍천읍 홍천로 8길 13,팥빵,1200,식빵,3800,롤케이크,10000
강원도,홍천군,한식_면류,손칼국수,033-434-0906,강원도홍천군홍천읍 홍천로 8길 9,손칼국수,7000,만두국,8000,콩국수,7000
강원도,철원군,한식_면류,춘일막국수,033-455-0266,강원도철원군동송읍 이평1로 19,막국수,6000,수육,20000,_,0
강원도,철원군,한식_육류,지포차,0507-1442-2850,강원도철원군삼부연로 18번길 8-12,막창,12000,냉동삼겹살,9000,닭갈비,11000
강원도,철원군,한식_육류,정원본가,033-452-8295,강원도철원군삼부연로18번길 27,생삼겹살,13000,목살,13000,_,0
강원도,철원군,한식_육류,육해공 능이집,033-452-2320,강원도철원군갈말읍 삼부연로 18번길 8-14,두부두루치기,8000,제육볶음,9000,_,0
강원도,철원군,기타양식,어울림카페,033-452-1999,강원도철원군동송읍 태봉로 1825-1,아메리카노,3500,카페라떼,4000,바닐라라떼,4300
강원도,양구군,한식_면류,양구장칼국수,033-482-0051,강원도양구군양구읍 중심로 41-7,장칼국수,6000,하얀칼국수,6000,_,0
강원도,동해시,한식_해산물,부둣가포차,033-535-5396,"강원도동해시중앙로 234, 12호",생선구이,20000,오징어볶음,20000,오징어숙회,12000
대구광역시,수성구,한식_면류,국시에까스,053-781-5850,대구광역시수성구용학로42길 24(지산동),칼국수,5500,_,0,_,0
부산광역시,수영구,한식_일반,한상,051-624-7277,부산광역시수영구남천바다로10번길 33(남천1동),비빔밥,7000,대구매운탕,8000,_,0
부산광역시,수영구,한식_해산물,통통장어구이,051-754-9001,부산광역시수영구광안해변로344번길 9-15(민락동),장어구이,25000,_,0,_,0
부산광역시,수영구,일식,아케스시,051-751-0077,부산광역시수영구남천바다로10번길 7(남천동),초밥8&데마끼,10000,냉모밀,5500,새우튀김우동,6000
부산광역시,수영구,중식,명성관,051-756-1638,부산광역시수영구광일로9번길 16(광안1동),짜장면,6000,짬뽕,7000,_,0
부산광역시,수영구,한식_찌개류,동해,051-754-6352,부산광역시수영구망미로7번길 59(광안3동),된장찌개,6000,선지국밥,5000,소고기국밥,5000
부산광역시,동래구,한식_면류,들깨나루,051-523-7799,부산광역시동래구명장로22번길 28-4(명장동),들깨칼국수,6000,둘깨수제비,6000,손칼국수,5000
부산광역시,기장군,한식_분식,물레방아분식,051-724-6865,부산광역시기장군기장읍 차성동로 172번길 12,칼국수,5000,수제비,5000,칼수제비,5000
부산광역시,기장군,한식_일반,기장손만두찐빵,0507-1321-7367,부산광역시기장군기장읍 차성동로 67번길 2-4,찐만두(10개),4000,찐빵(8개),4000,_,0
제주도,제주시,중식,왕서방,_,제주도제주시애월읍 중엄3길 2-1,짜장면,5500,짜장밥,6500,간짜장,7500
경상남도,창녕군,한식_일반,미미분식,055-532-9184,경상남도창녕군창녕읍 명덕로50,떡볶이,2000,짜장면,3500,순대,3000
경상남도,김해시,한식_일반,삼방생선구이,055-326-9233,경상남도김해시삼안로246,고등어구이정식(2인분),15000,갈치구이정식2인분,20000,_,0
